reg_id,spikes,morethan5,longspikes,many_longspikes
F15_88,0,,,
F15_89,0,,,
F15_9,1,,,
F15_94,1,,,
F15_97,0,,,
F15_101,0,,,
F15_103,0,,,
F15_104,0,,,
F15_105,1,,,
F15_107,1,1,,
F15_111,0,,,
F15_113,0,,,
F15_118,0,,,
F15_119,0,,,
F15_120,1,,,
F15_121,0,,,
F15_122,1,1,,
F15_13,0,,,
F15_131,1,1,,
F15_134,1,1,,
F15_139,1,1,,
F15_143,0,,,
F15_151,0,,,
F15_152,0,,,
F15_158,0,,,
F15_159,0,,,
F15_164,0,,,
F15_165,0,,,
F15_175,0,,,
F15_176,0,,,
F15_177,0,,,
F15_23,0,,,
F15_25,0,,,
F15_26,1,1,,
F15_29,0,,,
F15_3,1,,,
F15_42,0,,,
F15_43,0,,,
F15_51,0,,,
F15_52,0,,,
F15_63,0,,,
F15_64,0,,,
F15_65,0,,,
F15_69,0,,,
F15_70,0,,,
F15_71,0,,,
F15_72,0,,,
F15_73,0,,,
F15_74,0,,,
F15_77,0,,,
F15_78,1,,,
F15_79,0,,,
F15_80,0,,,
F15_81,0,,,
F15_86,0,,,
F16_101,1,1,1,1
F16_109,1,1,,
F16_112,1,,,
F16_117,0,,,
F16_128,0,,,
F16_133,1,,,
F16_136,0,,,
F16_138,1,,,
F16_14,0,,,
F16_142,1,,,
F16_15,1,,,
F16_158,0,,,
F16_159,1,,,
F16_16,0,,,
F16_160,0,,,
F16_161,1,,,
F16_166,1,,,
F16_174,1,,,
F16_176,1,,,
F16_177,1,,,
F16_18,0,,,
F16_184,0,,,
F16_194,1,1,,
F16_200,1,1,,
F16_205,0,,,
F16_207,0,,,
F16_208,1,1,,
F16_209,0,,,
F16_216,1,,,
F16_22,0,,,
F16_27,0,,,
F16_3,0,,,
F16_43,0,,,
F16_44,0,,,
F16_47,0,,,
F16_50,0,,,
F16_57,0,,,
F16_6,0,,,
F16_60,0,,,
F16_64,0,,,
F16_65,0,,,
F16_8,0,,,
F16_87,0,,,
F16_9,0,,,
F16_90,0,,,
F16_93,0,,,
F16_94,0,,,
F16_95,1,,,
F16_96,1,,,
F16_98,0,,,
F16_104,1,,,
F16_106,0,,,
F16_11,0,,,
F16_113,0,,,
F16_122,0,,,
F16_127,0,,,
F16_13,1,1,,
F16_131,0,,,
F16_140,0,,,
F16_141,1,,,
F16_144,0,,,
F16_149,0,,,
F16_151,0,,,
F16_152,0,,,
F16_154,0,,,
F16_167,0,,,
F16_168,1,1,,
F16_17,0,,,
F16_173,1,,,
F16_182,1,1,,
F16_183,1,1,,
F16_188,1,1,,
F16_189,1,,,
F16_198,1,1,,
F16_20,0,,,
F16_212,0,,,
F16_25,1,,,
F16_26,0,,,
F16_29,0,,,
F16_31,0,,,
F16_33,1,1,,
F16_38,0,,,
F16_39,1,,,
F16_40,1,,,
F16_41,0,,,
F16_45,0,,,
F16_46,0,,,
F16_48,0,,,
F16_51,1,,,
F16_56,0,,,
F16_59,0,,,
F16_61,0,,,
F16_70,0,,,
F16_71,0,,,
F16_73,0,,,
F16_75,1,,,
F16_78,0,,,
F16_79,1,,,
F16_91,0,,,
F16_97,1,,,
