reg_id,spikes,morethan5,longspikes,many_longspikes
I14_212,0,,,
I14_214,0,,,
I14_233,0,,,
I14_25,0,,,
I14_252,0,,,
I14_260,0,,,
I14_265,0,,,
I14_268,0,,,
I14_27,1,,,
I14_278,0,,,
I14_280,0,,,
I14_300,0,,,
I14_302,0,,,
I14_304,0,,,
I14_306,0,,,
I14_307,0,,,
I14_333,0,,,
I14_34,0,,,
I14_366,0,,,
I14_371,0,,,
I14_374,0,,,
I14_389,0,,,
I14_399,0,,,
I14_400,0,,,
I14_407,0,,,
I14_422,0,,,
I14_437,0,,,
I14_441,0,,,
I14_442,0,,,
I14_446,0,,,
I14_447,0,,,
I14_45,0,,,
I14_53,0,,,
I14_57,0,,,
I14_59,0,,,
I14_6,0,,,
I14_62,0,,,
I14_77,1,1,1,1
I14_83,0,,,
I14_85,0,,,
I14_88,0,,,
I14_91,0,,,
I14_105,0,,,
I14_113,0,,,
I14_114,0,,,
I14_123,0,,,
I14_128,0,,,
I14_133,0,,,
I14_146,0,,,
I14_169,0,,,
I14_170,0,,,
I14_183,0,,,
I14_184,0,,,
I14_188,0,,,
I14_194,1,,,
I14_198,0,,,
I14_219,0,,,
I14_222,0,,,
I14_227,0,,,
I14_237,0,,,
I14_247,0,,,
I14_26,0,,,
I14_261,0,,,
I14_262,0,,,
I14_267,0,,,
I14_269,0,,,
I14_28,0,,,
I14_282,0,,,
I14_313,0,,,
I14_334,0,,,
I14_342,0,,,
I14_351,0,,,
I14_355,0,,,
I14_372,0,,,
I14_377,0,,,
I14_378,0,,,
I14_383,0,,,
I14_385,0,,,
I14_386,0,,,
I14_388,0,,,
I14_391,0,,,
I14_394,0,,,
I14_40,1,1,1,1
I14_413,0,,,
I14_423,1,,,
I14_425,0,,,
I14_44,0,,,
I14_46,0,,,
I14_51,0,,,
I14_61,0,,,
I14_76,1,1,1,1
I14_96,0,,,
I15_104,0,,,
I15_122,1,1,1,1
I15_128,0,,,
I15_136,0,,,
I15_137,0,,,
I15_146,0,,,
I15_147,0,,,
I15_155,0,,,
I15_16,0,,,
I15_163,1,1,,
I15_17,0,,,
I15_176,0,,,
I15_177,1,1,1,1
I15_181,0,,,
I15_184,1,1,1,1
I15_189,0,,,
I15_19,0,,,
I15_190,0,,,
I15_193,0,,,
I15_194,1,1,,
I15_196,0,,,
I15_197,1,,,
I15_200,0,,,
I15_214,0,,,
I15_215,0,,,
I15_216,0,,,
I15_217,0,,,
I15_219,0,,,
I15_22,1,1,1,1
I15_224,0,,,
I15_234,0,,,
I15_235,0,,,
I15_239,0,,,
I15_245,1,,,
I15_25,0,,,
I15_252,0,,,
I15_26,1,1,,
I15_30,0,,,
I15_33,0,,,
I15_41,0,,,
I15_44,1,,,
I15_57,0,,,
I15_66,0,,,
I15_68,0,,,
I15_69,0,,,
I15_76,0,,,
I15_88,0,,,
I15_90,0,,,
I15_97,0,,,
I15_98,0,,,
I15_101,0,,,
I15_106,1,1,1,1
I15_108,0,,,
I15_109,0,,,
I15_113,1,,,
I15_114,1,,1,
I15_115,0,,,
I15_117,1,1,,
I15_119,1,,1,
I15_129,0,,,
I15_130,0,,,
I15_140,0,,,
I15_142,1,1,1,1
I15_149,1,1,1,1
I15_15,1,,,
I15_156,0,,,
I15_157,0,,,
I15_158,1,,1,1
I15_160,0,,,
I15_161,1,,,
I15_183,0,,,
I15_188,0,,,
I15_195,0,,,
I15_20,1,,,
I15_203,0,,,
I15_212,0,,,
I15_221,0,,,
I15_222,1,1,1,1
I15_23,0,,,
I15_230,0,,,
I15_231,0,,,
I15_240,0,,,
I15_243,0,,,
I15_249,0,,,
I15_251,0,,,
I15_253,1,,,
I15_31,1,,,
I15_32,1,1,,
I15_36,0,,,
I15_38,0,,,
I15_43,1,,,
I15_47,0,,,
I15_58,1,,1,1
I15_59,0,,,
I15_61,0,,,
I15_8,0,,,
I15_80,0,,,
I15_84,0,,,
I15_95,0,,,
I15_99,0,,,
I16_104,1,,,
I16_107,0,,,
I16_116,0,,,
I16_120,1,1,1,1
I16_137,0,,,
I16_14,1,1,1,1
I16_148,1,,,
I16_152,1,1,,
I16_161,1,,,
I16_163,0,,,
I16_164,1,,,
I16_166,1,,,
I16_169,0,,,
I16_171,0,,,
I16_180,1,,,
I16_181,0,,,
I16_182,0,,,
I16_184,1,,,
I16_185,1,,,
I16_189,0,,,
I16_190,1,,,
I16_194,0,,,
I16_203,0,,,
I16_228,1,1,1,1
I16_235,1,1,1,1
I16_236,1,1,1,1
I16_237,1,,,
I16_238,1,,,
I16_27,0,,,
I16_29,1,,1,
I16_35,0,,,
I16_41,1,,,
I16_42,1,,,
I16_43,1,1,1,
I16_44,0,,,
I16_47,1,1,1,
I16_48,1,,,
I16_49,1,1,,
I16_6,0,,,
I16_61,1,1,,
I16_62,0,,,
I16_65,1,1,1,
I16_66,1,,,
I16_67,1,,,
I16_75,0,,,
I16_8,0,,,
I16_82,0,,,
I16_85,0,,,
I16_88,0,,,
I16_90,0,,,
I16_105,0,,,
I16_11,0,,,
I16_112,0,,,
I16_113,0,,,
I16_114,0,,,
I16_119,0,,,
I16_125,0,,,
I16_127,0,,,
I16_128,1,1,,
I16_13,0,,,
I16_134,1,1,1,1
I16_139,1,,1,
I16_145,0,,,
I16_151,0,,,
I16_155,1,1,,
I16_158,1,,,
I16_16,0,,,
I16_162,0,,,
I16_17,1,,,
I16_192,1,,,
I16_193,0,,,
I16_202,1,,,
I16_204,1,,,
I16_205,0,,,
I16_207,1,,,
I16_208,0,,,
I16_212,0,,,
I16_215,1,,1,
I16_217,0,,,
I16_224,0,,,
I16_232,1,1,,
I16_239,1,1,1,1
I16_240,0,,,
I16_33,0,,,
I16_36,0,,,
I16_37,1,,,
I16_38,0,,,
I16_51,0,,,
I16_55,0,,,
I16_57,0,,,
I16_68,0,,,
I16_7,0,,,
I16_70,1,,,
I16_71,0,,,
I16_72,0,,,
I16_86,0,,,
I16_93,0,,,
I16_94,0,,,
I16_96,1,,,
I16_97,0,,,
