reg_id,spikes,morethan5,longspikes,many_longspikes
K15_149,1,1,1,1
K15_156,1,,,
K15_18,0,,,
K15_183,0,,,
K15_202,0,,,
K15_212,0,,,
K15_214,1,1,1,1
K15_215,0,,,
K15_219,1,1,1,1
K15_225,1,1,1,1
K15_238,0,,,
K15_242,0,,,
K15_249,1,1,1,1
K15_254,1,1,1,1
K15_259,0,,,
K15_266,1,0,1,1
K15_273,1,,,
K15_281,0,,,
K15_282,0,,,
K15_288,0,,,
K15_31,1,1,1,1
K15_33,0,,,
K15_35,1,1,1,1
K15_37,1,1,1,
K15_4,0,,,
K15_44,1,,,
K15_49,1,,,
K15_50,0,,,
K15_51,1,,,
K15_60,1,1,,
K15_71,1,1,1,1
K15_72,0,,,
K15_74,0,,,
K15_76,1,1,1,1
K15_77,1,1,1,1
K15_79,1,1,1,1
K15_87,0,,,
K15_97,1,1,1,1
K15_99,0,,,
K15_10,0,,,
K15_100,1,1,1,1
K15_115,1,1,1,1
K15_118,1,,1,1
K15_120,1,1,,
K15_130,0,,,
K15_131,1,1,,
K15_133,0,,,
K15_134,1,1,,
K15_138,1,,,
K15_139,0,,,
K15_142,0,,,
K15_15,0,,,
K15_153,1,,,
K15_161,1,1,1,1
K15_166,0,,,
K15_167,0,,,
K15_169,1,,,
K15_175,0,,,
K15_177,0,,,
K15_19,0,,,
K15_194,0,,,
K15_2,1,,,
K15_205,1,1,,
K15_206,1,1,1,1
K15_22,1,,1,1
K15_224,0,,,
K15_227,0,,,
K15_229,0,,,
K15_234,0,,,
K15_243,0,,,
K15_245,1,1,1,1
K15_253,1,1,1,1
K15_255,1,1,1,1
K15_262,1,1,1,1
K15_263,1,1,1,1
K15_27,1,1,,
K15_3,0,,,
K15_32,1,,,
K15_43,1,1,1,
K15_48,1,1,1,1
K15_64,1,1,1,
K15_75,0,,,
K15_8,0,,,
K15_84,0,,,
K15_85,1,1,1,1
K15_9,1,1,1,1
K15_90,1,,1,
K15_94,0,,,
K15_95,0,,,
K16_111,0,,,
K16_117,1,1,1,1
K16_128,1,1,1,1
K16_134,0,,,
K16_147,0,,,
K16_150,0,,,
K16_151,1,,,
K16_169,1,1,1,1
K16_180,0,,,
K16_182,0,,,
K16_195,0,,,
K16_197,1,1,1,1
K16_199,0,,,
K16_2,0,,,
K16_207,1,,,
K16_218,0,,,
K16_222,1,1,1,
K16_223,1,,1,1
K16_23,1,1,1,1
K16_233,1,1,1,1
K16_234,0,,,
K16_238,1,,1,1
K16_244,1,1,1,1
K16_246,0,,,
K16_247,0,,,
K16_253,0,,,
K16_258,1,1,1,1
K16_260,1,1,1,1
K16_261,0,,,
K16_265,0,,,
K16_268,1,1,1,1
K16_27,1,1,1,1
K16_271,1,,1,
K16_288,0,,,
K16_291,0,,,
K16_299,1,1,1,1
K16_304,1,1,1,
K16_315,0,,,
K16_317,0,,,
K16_318,0,,,
K16_39,0,,,
K16_40,1,,,
K16_56,1,,,
K16_69,1,1,1,1
K16_70,1,,,
K16_72,1,1,1,1
K16_75,1,1,1,1
K16_8,0,,,
K16_81,1,1,1,1
K16_84,1,1,1,
K16_10,1,,,
K16_105,1,,,
K16_106,0,,,
K16_108,1,1,1,
K16_112,1,1,1,1
K16_119,1,1,1,1
K16_123,1,1,1,1
K16_125,1,1,1,1
K16_126,1,1,1,1
K16_149,1,,,
K16_153,1,,,
K16_165,0,,,
K16_167,0,,,
K16_17,0,,,
K16_175,0,,,
K16_177,0,,,
K16_188,0,,,
K16_19,0,,,
K16_193,0,,,
K16_202,1,1,1,1
K16_204,0,,,
K16_220,1,1,1,1
K16_232,0,,,
K16_240,0,,,
K16_25,0,,,
K16_250,0,,,
K16_254,0,,,
K16_273,1,1,1,1
K16_279,1,1,1,1
K16_29,0,,,
K16_294,1,1,1,1
K16_297,0,,,
K16_301,0,,,
K16_303,1,1,1,1
K16_306,0,,,
K16_321,1,1,1,1
K16_322,1,1,1,1
K16_33,1,,,
K16_43,0,,,
K16_45,0,,,
K16_58,1,1,1,1
K16_6,0,,,
K16_62,1,,1,1
K16_71,1,1,1,1
K16_74,0,,,
K16_79,1,1,1,1
K16_85,0,,,
K16_88,0,,,
K16_90,0,,,
K16_95,0,,,
