"reg_id","intensity_mean","im_idx"
"D07_25",7068.62256267409,2
"D07_26",11110.7485970819,2
"D07_27",7034.65957446809,2
"D07_28",7150.28876244666,2
"D07_29",6697.108033241,2
"D07_30",8978.79083969466,2
"D07_31",6568.976,2
"D07_32",6996.83571428571,2
"D07_33",6469.52650176678,2
"D07_34",7799.49689440994,2
"D07_35",6879.05016722408,2
"D07_36",7700.72924901186,2
"D07_37",9341.9375,2
"D07_38",7018.89413447783,2
"D07_39",9849.1,2
"D07_40",6509.80285714286,2
"D07_41",6653.43946188341,2
"D07_42",6840.78426395939,2
"D07_43",6581.17227722772,2
"D07_44",9876.43729903537,2
"D07_45",6513.58144329897,2
"D07_46",7085.06885245902,2
"D07_47",10494,2
"D07_48",9045.30656934306,2
"D07_49",7162.21875,2
"D07_50",7066.75795297372,2
"D07_51",6962.87012987013,2
"D07_52",11078.9286987522,2
"D07_53",6604.50914205345,2
"D07_54",6772.24347826087,2
"D07_55",6491.45542168675,2
"D07_56",6727.8602484472,2
"D07_57",7639.9702970297,2
"D07_58",7767.12406015038,2
"D07_59",6808.6757925072,2
"D07_60",7001.40101522843,2
"D07_61",6497.408,2
"D07_62",7687.06837606838,2
"D07_63",6829.75653594771,2
"D07_64",8682.44360902256,2
"D07_65",6331.59817351598,2
"D07_66",8195.02385008518,2
"D07_67",7982.82808022923,2
"D07_68",7431.46913580247,2
"D07_69",9128.51028037383,2
"D07_70",6498.1796875,2
"D07_71",7061.29268292683,2
"D07_72",6947.04212168487,2
"D07_73",7167.93686006826,2
"D07_74",6867.90097087379,2
"D07_75",8026.93175853018,2
"D07_76",7642.31707317073,2
"D07_77",12908.7251908397,2
"D07_78",9505.79198266522,2
"D07_79",6756.24126984127,2
"D07_80",7356.03982300885,2
"D07_81",7217.77890466531,2
"D07_82",17739.8744588745,2
"D07_83",7478.89873417722,2
"D07_84",12436.4740061162,2
"D07_85",8312.8418079096,2
"D07_86",9084.60742407199,2
"D07_87",10188.7637474542,2
"D07_88",8595.42577030812,2
"D07_89",7457.12215909091,2
"D07_90",9783.00815217391,2
"D07_91",12823.8942976356,2
"D07_92",8948.1394984326,2
"D07_93",11007.0934065934,2
"D07_94",10409.236983842,2
"D07_95",8605.65632458234,2
"D07_96",11213.2383638928,2
"D07_97",7374.01694915254,2
"D07_98",11119.3377010125,2
"D07_99",8087.19244935543,2
"D07_100",7993.03289473684,2
"D07_101",11721.7793103448,2
"D07_102",9889.92482915718,2
"D07_103",8575.87580853816,2
"D07_104",8560.75259515571,2
"D07_105",11323.9096989967,2
"D07_106",11583.1748878924,2
"D07_107",7417.35483870968,2
"D07_108",6960.23922413793,2
"D07_109",12911.0582010582,2
"D07_110",6600.94065281899,2
"D07_111",8537.2421307506,2
"D07_112",8399.30085959885,2
"D07_113",7524.29294755877,2
"D07_114",10308.2592592593,2
"D07_115",8742.46996996997,2
"D07_116",7680.95031055901,2
"D07_117",7547.27083333333,2
"D07_118",6812.7347972973,2
"D07_119",7257.37626262626,2
"D07_120",7761.64114832536,2
"D07_121",8953.478976234,2
"D07_122",7004.58874458874,2
"D07_123",7295.80959302326,2
"D07_124",8076.88776796974,2
"D07_125",41010.5238938053,2
"D07_126",7461.08251473477,2
"D07_127",7424.75923190547,2
"D07_128",6998.9847826087,2
"D07_129",8491.5565031983,2
"D07_130",7183.9367816092,2
"D07_131",7341.6462585034,2
"D07_132",7140.42071197411,2
"D07_133",9270.16738197425,2
"D07_134",6975.30721966206,2
"D07_135",7448.25790349418,2
"D07_136",7036.3027027027,2
"D07_137",7188.29557522124,2
"D07_138",8126.33891752577,2
"D07_139",7385.0947255113,2
"D07_140",9545.13488372093,2
"D07_141",7563.97110754414,2
"D07_142",7671.02706766917,2
"D07_143",11639.6198019802,2
"D07_144",7473.90982503365,2
"D07_145",9566.79714285714,2
"D07_146",7806.07531380753,2
"D07_147",10726.3333333333,2
"D07_148",7620.66019417476,2
"D07_149",6940.23011363636,2
"D07_150",9257.4233937397,2
"D07_151",9417.96796338673,2
"D07_152",7810.41134751773,2
"D07_153",7519.11921708185,2
"D07_154",9699.87289719626,2
"D07_155",7622.60136054422,2
"D07_156",10536.2413333333,2
"D07_157",8897.59917920657,2
"D07_158",9177.56575682382,2
"D07_159",7895.536,2
"D07_160",7736.81362007168,2
"D07_161",7522.65066666667,2
"D07_162",8113.55581947743,2
"D07_163",9525.35823429542,2
"D07_164",7615.71782945736,2
"D07_165",11651.77625,2
"D07_166",8058.40548340548,2
"D07_167",7939.275,2
"D07_168",9998.94671532847,2
"D07_169",10624.455721393,2
"D07_170",11042.1426202322,2
"D07_171",9463.85089463221,2
"D07_1",7098.66666666667,3
"D07_2",6876.62846580407,3
"D07_3",8932.51172707889,3
"D07_4",7603.05420560748,3
"D07_5",6930.50534759358,3
"D07_6",7206.8,3
"D07_7",6860.31005586592,3
"D07_8",7237.68674698795,3
"D07_9",6446.0843373494,3
"D07_10",7761.72037037037,3
"D07_11",8383.36106983655,3
"D07_12",7104.5884057971,3
"D07_13",7445.33333333333,3
"D07_14",7388.19127516779,3
"D07_15",8895.69922879177,3
"D07_16",7022.53583617747,3
"D07_17",6935.08628005658,3
"D07_18",7536.79646017699,3
"D07_19",6771.70818505338,3
"D07_20",6904.06806282722,3
"D07_21",6922.20802377415,3
"D07_22",8019.88571428571,3
"D07_23",6660.64788732394,3
"D07_24",10866.5,3
"D07_25",6960.81615598886,3
"D07_26",10035.0033670034,3
"D07_27",6988.82978723404,3
"D07_28",7001.93883357041,3
"D07_29",6591.61772853186,3
"D07_30",8042.34198473282,3
"D07_31",6421.316,3
"D07_32",6875.4625,3
"D07_33",6342.80918727915,3
"D07_34",7918.06832298137,3
"D07_35",6734.34448160535,3
"D07_36",8314.75691699605,3
"D07_37",7700.51102941176,3
"D07_38",7494.00286123033,3
"D07_39",9327.6,3
"D07_40",6387.08571428571,3
"D07_41",6533.64573991031,3
"D07_42",6702.269035533,3
"D07_43",6448.70693069307,3
"D07_44",8334.98713826366,3
"D07_45",6399.07835051546,3
"D07_46",6937.9606557377,3
"D07_47",9857.21864951768,3
"D07_48",10113.700729927,3
"D07_49",7036.84375,3
"D07_50",6937.93637621023,3
"D07_51",6830.8051948052,3
"D07_52",10060.1069518717,3
"D07_53",6487.01687763713,3
"D07_54",6674.05869565217,3
"D07_55",6371.95662650602,3
"D07_56",6644.34782608696,3
"D07_57",7616.70297029703,3
"D07_58",7648.14661654135,3
"D07_59",6704.80691642651,3
"D07_60",6905.26649746193,3
"D07_61",6384.546,3
"D07_62",7564.40170940171,3
"D07_63",6717.53758169935,3
"D07_64",7284.28571428571,3
"D07_65",6216.86757990868,3
"D07_66",8809.65247018739,3
"D07_67",7908.70773638969,3
"D07_68",9085.72016460905,3
"D07_69",10599.3177570093,3
"D07_70",6393.76953125,3
"D07_71",6956.73821138211,3
"D07_72",6859.67394695788,3
"D07_73",7036.48293515358,3
"D07_74",6754.8640776699,3
"D07_75",7086.08398950131,3
"D07_76",6773.71138211382,3
"D07_77",12627.8244274809,3
"D07_78",8702.15492957746,3
"D07_79",6258.4,3
"D07_80",6709.66814159292,3
"D07_81",7166.84178498986,3
"D07_82",17690.3795093795,3
"D07_83",6572.61265822785,3
"D07_84",10780.6330275229,3
"D07_85",7194.76271186441,3
"D07_86",8455.55005624297,3
"D07_87",11425.5315682281,3
"D07_88",7459.13165266106,3
"D07_89",6509.88068181818,3
"D07_90",8797.67663043478,3
"D07_91",11831.611961057,3
"D07_92",7118.97492163009,3
"D07_93",9268.0641025641,3
"D07_94",10413.3788150808,3
"D07_95",8866.5369928401,3
"D07_96",10314.9407616361,3
"D07_97",7249.4406779661,3
"D07_98",9627.4592019059,3
"D07_99",6807.29097605893,3
"D07_100",7849.70394736842,3
"D07_101",11876.9172413793,3
"D07_102",7833.29612756264,3
"D07_103",8991.08796895214,3
"D07_104",8734.67474048443,3
"D07_105",11078.2073578595,3
"D07_106",9143.94562780269,3
"D07_107",7282.88614800759,3
"D07_108",6926.51939655172,3
"D07_109",12937.164021164,3
"D07_110",6454.11869436202,3
"D07_111",8503.88377723971,3
"D07_112",8257.68338108883,3
"D07_113",7400.03435804702,3
"D07_114",10192.0196078431,3
"D07_115",8657.01951951952,3
"D07_116",7545.23602484472,3
"D07_117",7431.22549019608,3
"D07_118",6696.5472972973,3
"D07_119",7133.5101010101,3
"D07_120",7604.34928229665,3
"D07_121",9251.62705667276,3
"D07_122",6882.32467532467,3
"D07_123",7179.80087209302,3
"D07_124",7940.01261034048,3
"D07_125",40705.9274336283,3
"D07_126",7333.02750491159,3
"D07_127",7298.45790251108,3
"D07_128",6888.7347826087,3
"D07_129",8387.65458422175,3
"D07_130",7043.28927203065,3
"D07_131",7229.23639455782,3
"D07_132",6994.5355987055,3
"D07_133",9144.30901287554,3
"D07_134",6838.53456221198,3
"D07_135",7398.46589018303,3
"D07_136",6921.06306306306,3
"D07_137",7048.94159292035,3
"D07_138",8019.18170103093,3
"D07_139",7273.7524219591,3
"D07_140",9456.3888372093,3
"D07_141",7429.88924558587,3
"D07_142",7530.52932330827,3
"D07_143",10044.4415841584,3
"D07_144",7374.72812920592,3
"D07_145",7947.81714285714,3
"D07_146",7686.16736401674,3
"D07_147",9015.42857142857,3
"D07_148",7477.44417475728,3
"D07_149",6823.8125,3
"D07_150",7825.79736408567,3
"D07_151",8420.73913043478,3
"D07_152",7645.79432624113,3
"D07_153",7405.9359430605,3
"D07_154",8244.58878504673,3
"D07_155",7518.89659863946,3
"D07_156",8203.86666666667,3
"D07_157",7772.08891928865,3
"D07_158",8741.61290322581,3
"D07_159",7705.58,3
"D07_160",7570.47311827957,3
"D07_161",7400.00933333333,3
"D07_162",9814.84798099762,3
"D07_163",8613.01358234295,3
"D07_164",7499.88527131783,3
"D07_165",9597.56625,3
"D07_166",7955.22222222222,3
"D07_167",7831.66666666667,3
"D07_168",8749.67445255474,3
"D07_169",8895.39104477612,3
"D07_170",8657.2056384743,3
"D07_171",9313.62624254473,3
"D07_1",6254.3175074184,4
"D07_2",6801.56377079482,4
"D07_3",8068.97654584222,4
"D07_4",7037.04672897196,4
"D07_5",6726.68449197861,4
"D07_6",9437.91264367816,4
"D07_7",6318.95251396648,4
"D07_8",6714.8172690763,4
"D07_9",5954.18674698795,4
"D07_10",6905.43703703704,4
"D07_11",7341.24517087667,4
"D07_12",6522.6,4
"D07_13",7090.13333333333,4
"D07_14",7222.62751677852,4
"D07_15",8131.32133676093,4
"D07_16",6896.0614334471,4
"D07_17",6734.15558698727,4
"D07_18",6531.65044247788,4
"D07_19",6865.39501779359,4
"D07_20",6378.4589877836,4
"D07_21",6787.18722139673,4
"D07_22",8095.48571428571,4
"D07_23",6488.09154929577,4
"D07_24",9723.0625,4
"D07_25",6838.01949860724,4
"D07_26",9071.52637485971,4
"D07_27",6773.95744680851,4
"D07_28",6865.82076813656,4
"D07_29",6520.90304709141,4
"D07_30",7252.29312977099,4
"D07_31",6325.202,4
"D07_32",6769.84642857143,4
"D07_33",6223.82332155477,4
"D07_34",7477.85093167702,4
"D07_35",6592.82274247492,4
"D07_36",8582.40118577075,4
"D07_37",6864.74264705882,4
"D07_38",7619.48927038627,4
"D07_39",7712.5,4
"D07_40",6278.83714285714,4
"D07_41",6430.93049327354,4
"D07_42",6594.46192893401,4
"D07_43",6343.05148514851,4
"D07_44",7136.9115755627,4
"D07_45",6275.86391752577,4
"D07_46",6806.31147540984,4
"D07_47",8676.73311897106,4
"D07_48",9400.62408759124,4
"D07_49",6895.3125,4
"D07_50",6839.82295988935,4
"D07_51",6687.63636363636,4
"D07_52",8691.73975044563,4
"D07_53",6371.73980309423,4
"D07_54",6541.41956521739,4
"D07_55",6260.00963855422,4
"D07_56",6577.32919254658,4
"D07_57",8995.24752475247,4
"D07_58",7546.31954887218,4
"D07_59",6574.00144092219,4
"D07_60",6827.10659898477,4
"D07_61",6262.182,4
"D07_62",7456.83333333333,4
"D07_63",6602.51470588235,4
"D07_64",6887.07142857143,4
"D07_65",6110.08219178082,4
"D07_66",9046.74446337308,4
"D07_67",7780.80515759312,4
"D07_68",8322.8024691358,4
"D07_69",9860.40560747664,4
"D07_70",6270.603515625,4
"D07_71",6852.11707317073,4
"D07_72",6740.45553822153,4
"D07_73",6916.42491467577,4
"D07_74",6633.61747572816,4
"D07_75",6600.11286089239,4
"D07_76",6417.08333333333,4
"D07_77",11468.8091603053,4
"D07_78",7970.5991332611,4
"D07_79",6112.07936507936,4
"D07_80",6385.23451327434,4
"D07_81",6988.81947261663,4
"D07_82",17502.4242424242,4
"D07_83",6244.27088607595,4
"D07_84",9398.35474006116,4
"D07_85",6398.52542372881,4
"D07_86",7843.26996625422,4
"D07_87",10242.3014256619,4
"D07_88",6732.33053221289,4
"D07_89",6236.10227272727,4
"D07_90",7916.82608695652,4
"D07_91",10316.5591098748,4
"D07_92",6543.37460815047,4
"D07_93",8049.29120879121,4
"D07_94",9666.89048473968,4
"D07_95",8739.41288782816,4
"D07_96",9241.15937940762,4
"D07_97",7093.68926553672,4
"D07_98",8216.75461584276,4
"D07_99",6525.44751381215,4
"D07_100",7681.72697368421,4
"D07_101",11507.5379310345,4
"D07_102",7173.16628701595,4
"D07_103",9010.27554980595,4
"D07_104",8573.21107266436,4
"D07_105",10454.5217391304,4
"D07_106",7555.6418161435,4
"D07_107",7177.15939278937,4
"D07_108",7055.42672413793,4
"D07_109",12673.3703703704,4
"D07_110",6337.73293768546,4
"D07_111",8162.27360774818,4
"D07_112",8118.13180515759,4
"D07_113",7289.73779385172,4
"D07_114",10067.3246187364,4
"D07_115",8417.85585585586,4
"D07_116",7413.30745341615,4
"D07_117",7312.39950980392,4
"D07_118",6596.73310810811,4
"D07_119",6922.13131313131,4
"D07_120",7478.97129186603,4
"D07_121",9004.87751371115,4
"D07_122",6747.77922077922,4
"D07_123",7063.80959302326,4
"D07_124",7815.70365699874,4
"D07_125",40476.9805309735,4
"D07_126",7228.56777996071,4
"D07_127",7159.78138847858,4
"D07_128",6735.90652173913,4
"D07_129",8229.50639658849,4
"D07_130",6935.95593869732,4
"D07_131",7103.92176870748,4
"D07_132",6847.82686084142,4
"D07_133",9017.29613733906,4
"D07_134",6743.85560675883,4
"D07_135",7259.46256239601,4
"D07_136",6800.2,4
"D07_137",6945.43362831858,4
"D07_138",7877.88144329897,4
"D07_139",7161.42734122713,4
"D07_140",9364.16,4
"D07_141",7300.21027287319,4
"D07_142",7402.42857142857,4
"D07_143",8572.42376237624,4
"D07_144",7255.77119784657,4
"D07_145",7083.30857142857,4
"D07_146",7546.07531380753,4
"D07_147",7710.35978835979,4
"D07_148",7360.5,4
"D07_149",6712.92897727273,4
"D07_150",6869.9373970346,4
"D07_151",7454.12128146453,4
"D07_152",7526.22695035461,4
"D07_153",7301.25088967972,4
"D07_154",7184.42056074766,4
"D07_155",7385.0380952381,4
"D07_156",7151.884,4
"D07_157",7162.34062927497,4
"D07_158",8045.58560794045,4
"D07_159",7558.892,4
"D07_160",7438.98207885305,4
"D07_161",7286.8,4
"D07_162",11068.8669833729,4
"D07_163",7779.89134125637,4
"D07_164",7401.8511627907,4
"D07_165",8052.7475,4
"D07_166",7883.02741702742,4
"D07_167",7746.34166666667,4
"D07_168",7807.3795620438,4
"D07_169",7731.84179104478,4
"D07_170",7338.14925373134,4
"D07_171",9176.46918489066,4
"D07_1",5806.19090009891,5
"D07_2",6649.40480591497,5
"D07_3",7413.02345415778,5
"D07_4",6383.21308411215,5
"D07_5",6569.31016042781,5
"D07_6",8863.7724137931,5
"D07_7",6028.6312849162,5
"D07_8",6401.18674698795,5
"D07_9",5744.14457831325,5
"D07_10",6446.79074074074,5
"D07_11",7043.7147102526,5
"D07_12",6205.62028985507,5
"D07_13",6893.17777777778,5
"D07_14",7408.17785234899,5
"D07_15",7529.95629820051,5
"D07_16",7359.93174061433,5
"D07_17",6758.59688826025,5
"D07_18",6246.4889380531,5
"D07_19",7241.02846975089,5
"D07_20",6173.68586387435,5
"D07_21",6705.06983655275,5
"D07_22",7892.08571428571,5
"D07_23",6399.5352112676,5
"D07_24",8579.625,5
"D07_25",6731.18245125348,5
"D07_26",8518.81144781145,5
"D07_27",6594.17021276596,5
"D07_28",6762.97012802276,5
"D07_29",6381.45706371191,5
"D07_30",6659.2,5
"D07_31",6236.488,5
"D07_32",6663.82857142857,5
"D07_33",6124.31448763251,5
"D07_34",7453.26708074534,5
"D07_35",6467.11036789298,5
"D07_36",8185.21739130435,5
"D07_37",6924.50490196078,5
"D07_38",7444.57796852647,5
"D07_39",6650.8,5
"D07_40",6179.55428571429,5
"D07_41",6310.62107623318,5
"D07_42",6466.81979695431,5
"D07_43",6240.75247524752,5
"D07_44",6550.3231511254,5
"D07_45",6161.06804123711,5
"D07_46",6697.97704918033,5
"D07_47",7740.45980707395,5
"D07_48",8299.13868613139,5
"D07_49",6818.25,5
"D07_50",6736.61964038728,5
"D07_51",6573.72077922078,5
"D07_52",7527.80035650624,5
"D07_53",6260.33192686357,5
"D07_54",6430.12608695652,5
"D07_55",6141.85542168675,5
"D07_56",6453.52173913043,5
"D07_57",8724.16831683168,5
"D07_58",7476.40601503759,5
"D07_59",6467.18443804035,5
"D07_60",6709.99746192893,5
"D07_61",6166.02,5
"D07_62",7363.29914529915,5
"D07_63",6492.49509803922,5
"D07_64",8503.41729323308,5
"D07_65",6002.56164383562,5
"D07_66",8741.22316865417,5
"D07_67",7694.8223495702,5
"D07_68",7400.73251028807,5
"D07_69",8851.95327102804,5
"D07_70",6171.662109375,5
"D07_71",6762.06178861789,5
"D07_72",6620.04524180967,5
"D07_73",6789.90273037543,5
"D07_74",6529.09514563107,5
"D07_75",6285.58792650919,5
"D07_76",6219.48983739837,5
"D07_77",10179.2824427481,5
"D07_78",7414.6045503792,5
"D07_79",5978.01587301587,5
"D07_80",6256.23008849557,5
"D07_81",6837.90669371197,5
"D07_82",17305.0591630592,5
"D07_83",6109.39493670886,5
"D07_84",8468.7247706422,5
"D07_85",6054.31073446328,5
"D07_86",7359.23959505062,5
"D07_87",9013.98574338086,5
"D07_88",6368.31932773109,5
"D07_89",6101.41761363636,5
"D07_90",7268.8125,5
"D07_91",8996.06675938804,5
"D07_92",6388.30250783699,5
"D07_93",7319.24542124542,5
"D07_94",8796.63375224416,5
"D07_95",8447.49880668258,5
"D07_96",8398.69252468265,5
"D07_97",6963.95103578154,5
"D07_98",7155.39606908874,5
"D07_99",6380.45580110497,5
"D07_100",7506.49342105263,5
"D07_101",10875.1793103448,5
"D07_102",6991.75854214123,5
"D07_103",8933.05562742561,5
"D07_104",8322.43079584775,5
"D07_105",10121.0301003344,5
"D07_106",6778.75224215247,5
"D07_107",7047.15180265655,5
"D07_108",7086.21982758621,5
"D07_109",12217.0529100529,5
"D07_110",6207.77744807122,5
"D07_111",7757.27602905569,5
"D07_112",7993.12320916905,5
"D07_113",7169.79204339964,5
"D07_114",9952.54466230937,5
"D07_115",8195.05105105105,5
"D07_116",7328.58385093168,5
"D07_117",7226.28676470588,5
"D07_118",6475.22128378378,5
"D07_119",6801.43939393939,5
"D07_120",7350.24162679426,5
"D07_121",8557.88482632541,5
"D07_122",6601.60606060606,5
"D07_123",6943.51453488372,5
"D07_124",7674.08575031526,5
"D07_125",40320.7646017699,5
"D07_126",7123.41257367387,5
"D07_127",7028.56573116691,5
"D07_128",6648.90652173913,5
"D07_129",8059.18336886994,5
"D07_130",6822.85632183908,5
"D07_131",6987.82823129252,5
"D07_132",6762.73624595469,5
"D07_133",8891.22103004292,5
"D07_134",6638.0599078341,5
"D07_135",7107.00998336106,5
"D07_136",6685.49009009009,5
"D07_137",6842.6778761062,5
"D07_138",7703.42139175258,5
"D07_139",7040.40150699677,5
"D07_140",9196.76744186047,5
"D07_141",7164.67897271268,5
"D07_142",7265.40902255639,5
"D07_143",7550.35643564356,5
"D07_144",7147.98519515478,5
"D07_145",6702.13714285714,5
"D07_146",7432.89679218968,5
"D07_147",6895.35714285714,5
"D07_148",7265.34708737864,5
"D07_149",6663.17329545455,5
"D07_150",6416.4233937397,5
"D07_151",6780.58123569794,5
"D07_152",7488.10638297872,5
"D07_153",7169.09430604982,5
"D07_154",6614.73457943925,5
"D07_155",7273.36054421769,5
"D07_156",6868.24666666667,5
"D07_157",6786.77975376197,5
"D07_158",7518.85607940447,5
"D07_159",7476.788,5
"D07_160",7356.85304659498,5
"D07_161",7180.83066666667,5
"D07_162",9649.72209026128,5
"D07_163",7216.06281833616,5
"D07_164",7313.15348837209,5
"D07_165",7204.24125,5
"D07_166",7775.82828282828,5
"D07_167",7624.1,5
"D07_168",7221.29635036496,5
"D07_169",7072.11243781095,5
"D07_170",6885.73963515755,5
"D07_171",9032.49105367793,5
"D07_1",5602.53115727003,6
"D07_2",6532.99075785582,6
"D07_3",6970.62046908316,6
"D07_4",5974.08598130841,6
"D07_5",6439.43048128342,6
"D07_6",7543.52643678161,6
"D07_7",5871.17877094972,6
"D07_8",6177.27710843373,6
"D07_9",5665.28915662651,6
"D07_10",6233.45,6
"D07_11",6941.10252600297,6
"D07_12",5947.17391304348,6
"D07_13",6825.88333333333,6
"D07_14",7339.86241610738,6
"D07_15",7102.01028277635,6
"D07_16",7175.46075085324,6
"D07_17",6872.93493635078,6
"D07_18",6089.04203539823,6
"D07_19",7417.71886120996,6
"D07_20",6082.51657940663,6
"D07_21",6578.27786032689,6
"D07_22",7506.68571428571,6
"D07_23",6309,6
"D07_24",7604.6875,6
"D07_25",6632.75626740947,6
"D07_26",8109.61503928171,6
"D07_27",6522.21276595745,6
"D07_28",6685.51493598862,6
