geneID,A375_8day_rep1,A375_8day_rep2,A375_8day_rep3,A375_0day_rep1,A375_0day_rep2,A375_0day_rep3,WM88_8day_rep1,WM88_8day_rep2,WM88_8day_rep3,WM88_0day_rep1,WM88_0day_rep2,WM88_0day_rep3,SKMEL5_8day_rep1,SKMEL5_8day_rep2,SKMEL5_8day_rep3,SKMEL5_0day_rep1,SKMEL5_0day_rep2,SKMEL5_0day_rep3,SKMEL28_8day_rep1,SKMEL28_8day_rep2,SKMEL28_8day_rep3,SKMEL28_0day_rep1,SKMEL28_0day_rep2,SKMEL28_0day_rep3
STRN3,822,801,727,1133,756,1439,540,1076,455,910,1189,1182,943,783,1210,787,1412,1395,740,761,528,1114,735,1888
STRN4,12412,9196,9516,13383,7518,11616,7845,9531,4065,7233,6015,6388,5304,5457,7410,5425,7377,8400,7293,5945,7370,8231,5256,8125
STS,0,0,0,0,0,0,1058,1797,1515,838,961,976,642,529,590,417,460,421,340,231,233,413,463,682
STT3A,15006,10845,10829,14998,10972,17389,5296,6292,5380,4628,3462,3429,8392,8586,12221,8912,11644,11204,12645,11239,10884,12214,8272,14773
STT3A-AS1,20,7,10,7,3,16,6,6,8,1,1,0,13,20,20,5,6,10,7,9,12,4,5,2
STT3B,8924,6975,6682,12941,9060,15462,12381,18704,12995,13436,14102,13626,7086,6932,9460,8117,13433,10954,8588,8326,5703,8710,8441,14214
STUB1,8042,5476,5788,6054,2891,4327,5604,7012,3307,5260,3994,3826,4757,4204,4732,3911,6088,6816,3243,2164,2948,4449,2239,2932
STUB1-DT,35,19,18,24,12,16,12,26,27,22,6,12,27,21,26,15,25,31,30,28,35,11,44,19
STUM,30,18,19,1,2,3,737,883,647,284,427,424,232,269,333,22,41,52,145,155,193,20,10,28
STX10,7435,5450,5959,7791,4334,6518,3178,3888,1923,3780,3045,2845,1978,1943,2331,1949,2983,3340,2491,2055,2462,3307,3460,2479
STX11,91,49,74,55,21,28,42,53,3,2,2,1,82,74,102,73,68,66,31,14,15,64,51,91
STX12,5395,4069,3947,2373,1080,1590,1154,1296,492,1224,999,1027,1466,1357,1799,859,1209,1138,1691,1307,1158,2007,1354,2190
STX16,10936,8745,10121,7869,3696,6207,5980,7096,4146,4405,4214,4175,6830,6445,9722,4391,6283,5243,8755,8258,7265,6022,7728,6975
STX16-NPEPL1,16,14,14,6,7,10,3,7,14,0,8,2,7,10,14,0,7,1,24,34,35,8,32,6
STX17,1986,1578,1669,1465,864,1532,1003,1654,923,1358,1556,1510,1341,1194,1729,1033,1711,1302,863,648,668,694,874,1083
STX17-DT,3,1,3,1,4,3,3,1,3,11,7,3,2,4,6,9,7,3,10,12,5,0,11,0
STX18,1539,1156,1208,1686,1017,1569,1772,2195,799,1742,1437,1484,1153,1117,1599,945,1247,1188,938,721,754,1258,336,1239
STX18-AS1,21,26,25,25,13,12,9,7,13,1,1,3,29,31,34,7,6,9,16,3,8,1,3,1
STX18-IT1,0,2,0,1,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STX19,0,7,1,3,2,1,4,3,6,1,4,1,5,7,9,6,3,3,3,2,1,0,5,7
STX1A,492,328,356,3774,1221,1066,292,366,348,257,227,192,659,652,915,493,1935,2678,191,133,197,205,121,163
STX1B,99,66,75,54,28,55,11,12,5,2,2,1,43,45,37,16,68,50,80,106,163,46,156,45
STX2,1896,1379,1573,1924,1117,1821,1562,1957,1048,1620,1492,1502,2406,2324,3373,1492,2693,2561,2183,2229,1805,1689,1218,2376
STX3,9138,6645,7188,2554,1517,2384,4267,4899,2951,5694,4469,4347,9077,8896,11988,5245,5398,5121,8969,8508,8285,4861,2514,5233
STX4,5626,3890,4429,3916,1754,2656,3652,4673,2397,2701,2388,2017,2609,2504,3137,2479,4391,4594,2556,2121,2495,3013,3590,2191
STX5,4012,3014,3119,3601,1909,2869,938,1197,572,1026,740,723,1631,1568,2006,859,1255,1365,2524,1918,2230,1531,1651,1432
STX5-DT,21,18,21,26,7,24,3,4,16,10,1,6,5,6,6,7,4,7,8,5,12,8,11,5
STX6,6251,4632,4191,3965,2158,3510,5068,6123,2774,5478,5533,5547,2979,2699,4163,2424,2968,2746,2151,1828,1878,2953,1424,2740
STX7,3629,2663,2411,834,499,891,4896,6685,4894,5739,6294,6278,9308,8691,10455,3401,3600,2718,7374,6244,5113,7246,4397,7750
STX8,1379,940,981,1106,637,944,814,891,320,600,500,534,843,878,1079,634,842,907,1111,805,892,1101,690,999
STXBP1,3074,2209,2275,6586,3595,5230,15361,19804,14983,12249,10592,11958,3025,2906,3745,4101,5467,5784,28920,25653,27795,10897,4248,9486
STXBP2,32,7,22,7,37,11,2642,3264,2913,3353,2705,2813,1312,1282,1660,2295,2828,2638,5337,4418,5323,6489,5136,5502
STXBP3,1478,1480,1508,1846,949,1977,520,1095,551,1014,1369,1380,894,984,1216,752,1589,1447,1709,1797,1216,2075,2479,3873
STXBP4,531,566,540,456,289,601,256,510,318,425,555,523,218,273,370,216,355,341,317,320,221,279,465,559
STXBP5,1046,885,963,597,439,803,696,1311,955,834,1334,1547,1172,1203,1799,872,1310,1027,1784,1979,1480,1749,1291,2961
STXBP5-AS1,56,36,44,24,4,11,2,2,1,0,1,4,10,9,9,5,5,4,8,11,8,8,29,16
STXBP5L,10,11,28,15,26,34,189,387,261,188,276,263,18,19,21,38,49,51,0,1,0,12,7,33
STXBP6,667,472,540,86,72,153,915,1210,240,644,716,595,605,474,742,546,656,658,3524,2700,2377,1847,1350,2135
STYK1,11,18,2,8,17,10,8,10,5,2,9,3,3,1,4,2,2,3,28,19,19,95,20,148
STYX,1057,828,787,933,564,997,808,1207,367,1007,1045,1153,616,547,799,491,838,784,444,402,308,708,783,1007
STYXL1,2029,1447,1543,1825,1074,1588,1096,1310,833,1712,1479,1205,1103,966,1329,1135,1773,1829,380,264,349,525,267,477
STYXL2,14,9,8,0,4,2,0,0,0,0,0,0,0,1,0,0,8,3,4,0,0,0,0,0
SUB1,4729,3689,3665,9537,5112,7803,5385,6514,1866,6212,5385,5251,3371,2973,4383,4664,5134,5108,1369,1046,911,4226,1254,4270
SUCLA2,1975,1518,1577,2693,1680,2845,2388,3477,1209,1751,1721,1750,1811,1473,2359,2120,2813,2441,589,456,332,1013,829,1355
SUCLG1,4447,3174,3368,5450,3008,4957,7300,8787,4559,4833,4385,4233,5905,5716,7064,6700,6475,6161,2792,2317,2299,5513,1176,5081
SUCLG2,6339,4476,4059,8098,5414,9425,4291,5807,2432,4308,3934,4109,1559,1490,2081,2114,3278,2834,1990,1633,1316,4915,2416,6331
SUCLG2-DT,76,75,74,122,113,237,126,153,91,87,152,100,128,131,112,93,188,216,53,36,60,111,80,179
SUCNR1,97,91,43,0,5,1,2,0,1,7,4,2,0,7,0,0,0,0,4,0,0,1,57,3
SUCO,1608,1530,1535,4266,2321,4272,729,1879,2499,2194,3468,3480,1086,1170,1537,780,1569,1422,1991,2298,1613,2333,2497,5788
SUDS3,4172,2855,2900,3641,2527,3741,3130,3744,2031,3351,3117,3211,3345,3219,4747,2770,3823,3320,2974,2529,2413,2809,2721,3430
SUFU,2642,2073,1963,3417,1791,2525,1199,1459,682,1613,1215,1072,1311,1318,1709,878,1201,1221,1527,1208,1448,1668,1066,1541
SUGCT,452,288,356,255,98,175,576,649,353,348,330,317,255,246,370,216,328,241,637,508,504,648,404,531
SUGCT-AS1,20,17,35,3,0,0,123,182,150,73,99,94,100,119,136,6,4,2,3897,3256,2813,1898,5269,1968
SUGP1,4808,3524,3897,4389,2186,3281,2073,2515,1678,1932,1503,1463,1621,1478,2076,1309,1789,1836,2341,1945,2393,2309,2046,2162
SUGP2,12442,9679,11112,10362,6513,11399,7220,9330,6136,7442,7074,6970,7982,7720,12839,6877,9259,9340,7526,7013,8053,7415,6322,10383
SUGT1,3354,2466,2564,5784,3161,5200,2065,2906,850,2408,2307,2198,2163,1934,2685,3002,4310,4242,984,784,739,2801,972,2803
SUGT1-DT,130,90,134,97,74,138,39,38,50,20,38,17,94,117,194,107,156,153,77,38,38,21,46,37
SUGT1P1,141,121,129,63,45,70,85,106,34,32,28,33,97,90,126,49,74,75,30,10,20,48,80,62
SUGT1P3,12,8,4,10,3,8,12,2,1,4,4,1,8,8,3,4,3,6,8,4,3,6,5,6
SUGT1P4-STRA6LP,40,44,24,44,45,59,12,17,25,10,9,9,0,1,0,0,2,0,65,83,62,81,13,219
SUGT1P4-STRA6LP-CCDC180,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
SULF1,1459,1232,979,295,304,465,0,5,11,5,21,13,1,11,7,18,37,48,6,3,2,22,90,8
SULF2,4970,3899,3332,3914,1723,2313,473,660,58,33,30,14,832,846,1288,356,854,938,3,3,5,1,3,0
SULT1A1,101,69,38,16,17,28,157,182,97,128,102,86,247,234,262,108,134,145,50,50,39,17,11,16
SULT1A2,19,6,12,9,2,3,5,6,2,4,12,4,6,18,7,4,7,4,5,1,6,8,5,0
SULT1A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SULT1A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SULT1B1,2,0,0,708,113,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SULT1C2,39,27,26,4,6,13,704,1124,2793,886,1024,958,1463,1484,2012,1107,970,482,182,184,193,45,53,29
SULT1C2P1,0,2,0,0,0,0,0,3,6,0,0,1,3,5,7,1,1,0,0,4,1,0,1,0
SULT1C3,0,1,7,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0
SULT1C4,3,2,4,1,0,0,0,3,1,0,0,0,0,4,0,0,0,1,0,1,2,0,0,2
SULT1E1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1
SULT2A1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0
SULT2B1,51,32,46,12,3,7,11,12,19,14,14,14,2,15,7,29,99,70,19,17,14,23,38,37
SULT4A1,0,0,0,1,0,0,79,141,49,9,4,6,358,343,558,144,273,214,448,369,446,115,39,162
SULT6B1,29,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
SULT6B2P,0,1,6,5,0,0,6,22,14,21,7,40,3,7,9,14,19,8,3,7,11,38,91,62
SUMF1,2853,2174,2395,1336,481,631,3047,3677,4359,2894,2493,2371,1752,1752,2104,1750,2406,2082,1630,1509,1430,1451,1826,1729
SUMF2,17895,13406,14142,11227,6505,9719,9434,11041,9654,9737,7784,7492,47646,50883,53305,27055,35609,32337,13295,10854,11892,12511,14053,14744
SUMO1,7668,5216,5571,11106,6165,9366,13540,15118,3562,13006,11187,10643,4916,4545,5905,5633,7157,5959,5124,3376,3230,9842,3578,10813
SUMO1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SUMO1P3,236,147,158,309,178,254,373,459,94,372,372,295,154,158,161,187,276,282,188,160,149,425,145,293
SUMO2,10932,7600,8077,17937,10111,15286,10484,11726,3297,12662,9049,9453,7646,7131,9028,8314,9933,9714,4569,3042,3186,8842,3573,8709
SUMO3,4457,2981,3085,5594,3623,6426,5940,6526,2267,6092,4977,4973,3508,3201,4080,4423,5762,5948,3264,2200,2509,6523,2264,6297
SUMO4,9,7,6,5,4,6,1,3,3,4,0,8,1,0,10,0,1,3,4,7,11,1,8,5
SUN1,9361,7136,7208,7575,5624,8606,5969,7632,9829,6478,6083,5952,8923,8721,11514,8330,16947,15704,12170,11733,12226,7621,7608,10109
SUN2,4202,3189,3472,4960,2808,4729,4866,6219,4759,6151,4878,4684,2728,2806,4100,3714,7256,8300,5213,4759,5599,6685,5910,5707
SUN3,2,5,0,2,0,4,3,9,9,5,9,11,10,9,10,9,8,6,7,2,0,2,13,14
SUN5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUNO1,11,11,12,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUOX,2086,1661,1575,1601,820,1194,831,1058,1305,1025,995,956,1210,1268,1594,1206,1531,1583,322,320,329,322,749,296
SUPT16H,16307,12476,12072,24067,17910,30251,9254,15142,5914,14376,15207,14783,7922,7216,11148,8436,14546,13936,4274,3953,3206,8820,4977,13207
SUPT20H,3463,2829,3019,3462,2314,3977,2057,3076,1568,2254,2383,2160,2912,2935,4062,2502,3705,3596,1083,1007,802,1052,893,1715
SUPT20HL1,0,0,1,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0
SUPT20HL2,0,0,0,0,0,0,4,1,1,0,0,0,0,4,0,0,0,0,0,0,0,6,3,0
SUPT3H,366,291,311,360,187,326,296,379,282,330,370,354,279,286,427,210,351,362,289,279,221,245,467,342
SUPT4H1,2583,1838,1965,2179,1122,1599,2217,2576,894,2263,1671,1679,910,853,1167,686,798,1015,653,468,519,940,516,818
SUPT5H,24400,18325,20342,20921,11362,16167,12342,15779,9999,14100,11832,11992,11274,10657,14970,10288,13174,14031,18675,15131,18269,17329,15380,17861
SUPT6H,29087,21608,23653,21799,13310,18859,13151,16486,8718,12466,11777,11635,13299,13118,19124,8864,12851,13464,16758,13929,16271,15660,10026,18363
SUPT7L,5577,4467,4910,3515,1871,3209,4633,5891,3505,2749,2624,2532,6162,5915,8439,2696,3772,3643,3860,3498,3297,3504,2895,3922
SUPV3L1,1779,1293,1334,2110,1353,2240,2968,3466,1296,1894,1735,1647,1642,1570,2320,1309,1801,1703,901,791,751,1534,1041,1421
SURF1,3897,3136,3186,1974,946,1335,3156,3720,3937,2997,2446,2357,1964,1889,2283,1981,2685,2671,1497,1085,1210,1573,911,1170
SURF2,2894,2015,2134,3409,1652,2558,1551,1879,643,1721,1157,1161,709,653,878,886,1102,1397,392,264,349,897,257,582
SURF4,35491,26062,26277,23196,13834,20557,16323,19118,18839,20083,16160,15452,15272,14914,19417,18804,23814,26316,14089,12288,12701,20863,13145,21531
SURF6,11504,8005,8687,12967,7159,9745,2792,3756,1769,3896,3068,3187,4320,3987,6219,4324,5349,5523,2123,1747,2084,3985,1949,3624
SUSD1,302,200,196,78,69,161,30,22,10,35,12,28,17,48,28,18,16,18,25,10,9,12,55,17
SUSD2,440,272,216,162,226,547,14,47,50,13,27,16,18,40,45,14,620,454,28,26,28,31,64,35
SUSD3,6,5,0,5,4,41,0,0,1,0,0,0,0,6,0,1,0,0,3,0,1,2,1,0
SUSD4,544,494,826,2,11,25,3,1,2,0,0,6,0,0,0,0,1,0,30,18,24,0,1,0
SUSD5,1232,901,1023,1925,1082,1717,3209,4244,5664,4314,4550,5140,333,265,536,343,697,715,1196,1041,984,1802,993,3737
SUSD6,1788,1381,1330,979,568,680,1467,1860,1771,1076,940,951,1158,1162,1635,653,1032,1004,1185,1190,1142,1129,862,1263
SUV39H1,1336,885,991,3163,2635,4543,2391,2932,1083,3088,2124,2234,792,665,1213,1677,2012,2303,346,291,332,1696,707,1801
SUV39H2,573,406,369,1440,935,1639,707,1077,320,1025,1030,1071,441,388,585,920,1234,1029,256,269,226,999,398,1497
SUZ12,2443,2289,2287,3396,2684,5462,730,1823,770,1558,2300,2462,1762,1859,2647,2225,4030,3642,1148,1161,870,1872,1706,4449
SUZ12P1,1120,776,897,860,589,948,329,526,419,372,386,421,466,379,693,377,495,396,809,778,706,530,406,679
SV2A,8508,6368,6217,5603,3411,5672,62,64,14,8,14,18,999,1051,1959,2289,4176,4720,172,170,160,219,199,257
SV2B,2,4,22,4,3,3,12,18,23,10,16,3,377,384,287,26,23,18,22,14,19,0,3,1
SV2C,132,66,57,17,23,26,91,107,0,0,3,0,6,7,3,0,1,1,3,2,1,0,0,0
SV2C-AS1,4,3,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SVBP,203,136,132,321,167,248,116,121,63,108,99,105,77,76,80,90,127,128,238,172,158,177,294,174
SVEP1,2657,1753,1603,477,229,364,1,5,0,2,5,1,33,28,32,1,31,21,0,5,0,4,5,0
SVIL,15861,11660,14073,9648,4324,6004,7053,9849,3943,8326,8832,7916,3647,3651,5423,3696,9982,10806,4808,4245,4471,6814,6800,10722
SVIL-AS1,1068,818,828,1091,510,803,1681,1982,688,1660,1694,1620,1395,1319,1944,1002,1315,1275,1316,1138,1077,1413,705,1577
SVIL2P,45,35,22,40,10,30,12,6,5,10,15,4,5,1,8,1,22,15,10,10,12,10,11,11
SVIP,802,590,594,1530,922,1485,2362,2877,1012,2652,2452,2193,1034,958,1280,1062,1526,1341,726,569,533,1415,474,1478
SVOP,5,4,7,1,4,0,4,0,1,0,5,2,23,13,32,34,29,18,0,4,0,0,0,0
SVOPL,0,1,1,1,0,0,2,1,0,1,0,1,5,3,2,3,0,1,0,0,0,0,0,0
SWAP70,1427,1104,1128,2060,1637,2975,3565,6201,2641,7081,10141,10225,4626,4059,5162,11193,12865,10820,4383,3566,2964,7136,5911,9932
SWI5,1673,1247,1246,1707,914,1639,932,1107,421,702,552,517,814,728,1070,898,1158,1481,805,626,708,752,577,571
SWINGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWSAP1,561,419,385,341,189,278,144,177,94,171,149,156,168,127,226,155,212,230,161,116,157,195,285,202
SWT1,200,222,186,222,116,271,131,265,249,190,313,310,341,337,479,133,252,213,247,280,194,148,745,265
SYAP1,5601,4324,4264,6930,3919,6107,4193,6281,2103,6109,6085,6156,1896,1681,2430,1877,2756,2752,2052,1614,1307,3721,1972,4403
SYBU,1477,835,745,247,203,321,46,77,2,6,4,0,7,3,15,15,23,35,8,10,11,7,6,16
SYBU-AS1,11,9,13,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
SYCE1,99,79,82,2,0,0,1,0,0,0,0,1,0,0,3,0,0,0,1,0,3,1,6,0
SYCE1L,36,34,44,14,6,6,11,7,9,10,6,2,13,19,17,11,5,4,7,5,18,13,6,16
SYCE2,209,142,134,239,108,162,53,69,66,45,70,35,97,127,207,155,149,200,65,60,68,48,88,58
SYCE3,0,2,0,8,0,0,0,4,3,8,20,3,4,3,2,1,23,9,13,6,8,1,36,12
SYCN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYCP1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
SYCP2,138,213,234,28,31,72,39,79,206,54,146,117,40,44,85,99,305,220,341,383,357,408,313,1423
SYCP2L,134,128,170,185,104,195,85,169,175,115,166,148,1430,1502,2419,715,994,822,7,8,13,5,15,4
SYCP3,28,38,31,25,17,28,25,29,36,24,23,38,27,26,57,14,22,25,43,39,28,28,49,24
SYDE1,9473,6788,7373,10558,7915,13200,4022,4727,1850,2502,2021,2002,3262,3094,4100,1613,2569,3161,3729,2805,3614,4381,2086,4154
SYDE2,157,129,84,154,220,390,227,387,145,140,219,204,131,141,181,79,168,163,335,369,271,262,556,487
SYF2,6449,4979,5779,7295,2978,4225,2865,3937,1274,2720,2288,2188,1908,1827,2204,1415,2209,1985,2489,1768,1718,3038,2571,2935
SYK,78,58,31,0,14,0,13,2,0,0,0,0,474,455,463,131,157,114,1551,1181,1295,1998,662,1996
SYMPK,16629,12051,13037,14550,8842,13584,7169,9119,4244,6539,5706,5396,7867,7800,11475,5961,8345,9137,8601,7108,8751,6785,4902,6427
SYN1,18,2,27,43,20,50,11,11,3,2,2,2,0,0,0,0,10,4,41,27,35,20,209,20
SYN2,42,33,18,13,24,30,7,9,2,5,5,0,6,8,5,1,4,8,2,6,5,2,0,0
SYN3,327,257,297,214,88,138,301,332,73,231,183,181,128,141,192,60,179,169,274,244,302,242,946,256
SYN3-AS1,0,0,2,9,0,4,21,22,1,4,7,3,2,0,2,0,0,3,5,10,7,2,25,7
SYNC,1611,1178,1184,77,111,200,413,613,101,161,113,164,268,263,401,35,184,226,627,446,534,699,340,969
SYNCRIP,10703,8406,8470,18319,12647,21456,8540,12717,3487,10587,10627,10672,5796,5272,8164,7045,10276,9492,3552,3370,2370,8938,4078,12082
SYNDIG1,2,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0
SYNDIG1L,35,34,33,89,40,58,7,8,18,15,6,9,16,41,30,15,22,16,21,22,29,9,24,22
SYNE1,1356,1109,1004,2050,1813,3648,668,1553,681,655,893,942,1063,1149,1617,341,987,955,3292,3371,3254,961,2331,2594
SYNE1-AS1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,4,0,1,2,0,1,1,0,0,3
SYNE2,2103,2433,2564,1843,1180,2514,513,1721,8893,3668,5049,5459,7091,6993,11142,5622,9598,8219,5118,6111,6336,4118,7845,10699
SYNE3,3449,2686,3285,2157,1334,2223,3389,4463,254,180,149,174,11,11,14,14,187,187,1381,1244,1397,1602,3112,2325
SYNE4,33,33,39,16,14,20,22,49,46,38,14,15,23,15,45,15,18,12,47,50,63,32,37,30
SYNGAP1,2243,2069,2344,1931,1100,1985,1418,1808,3468,1200,1467,1419,2088,2043,3149,1026,1656,1755,1928,1946,2445,765,1099,760
SYNGAP1-AS1,7,4,7,4,3,14,11,28,10,4,15,3,14,14,17,12,7,16,15,5,5,3,8,2
SYNGR1,1185,996,732,369,173,443,3591,4603,11346,2240,1920,2185,4713,4769,6096,3649,4179,4506,6423,5683,6493,3985,3165,3513
SYNGR2,5154,3769,3683,3686,2163,3433,2726,3223,2069,3475,2856,2288,1556,1610,1948,2147,4101,4479,1560,1273,1474,2036,725,1414
SYNGR3,82,57,71,151,53,75,64,94,57,2,8,9,16,18,55,60,177,205,244,221,261,85,40,77
SYNGR4,4,5,4,4,1,3,0,0,1,0,0,0,1,2,3,4,11,16,0,0,1,0,14,0
SYNJ1,1087,999,1082,1027,719,1269,723,1582,1347,1262,1918,2071,774,771,1098,728,1060,933,1058,1270,968,1091,1801,2135
SYNJ2,1469,1064,872,9077,3370,3691,999,1453,340,1469,1704,1387,475,529,845,944,2518,2613,226,226,208,894,260,1185
SYNJ2-IT1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
SYNJ2BP,3173,2740,2868,1908,1011,1775,2183,4283,2583,2862,4247,4502,1092,1155,1556,804,1124,998,980,964,719,1388,1243,2505
SYNJ2BP-COX16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYNM,19759,14287,15355,9845,6937,11639,27635,40598,10502,33354,34922,31315,1235,1240,2069,2733,8478,9635,31657,29232,27326,24057,53772,35327
SYNM-AS1,1,3,1,6,0,2,9,10,1,5,6,11,1,2,0,2,7,7,9,14,1,13,27,29
SYNPO,4651,3375,3275,3083,1801,2927,55,65,89,10,9,10,121,116,152,87,2207,2529,95,94,100,11,14,15
SYNPO2,32,19,32,40,21,16,11,14,4,17,29,7,1,1,1,4,4,7,38,25,22,229,195,430
SYNPO2L,8,5,2,2,3,0,0,0,0,0,0,0,0,1,0,0,2,2,7,3,0,0,2,3
SYNPO2L-AS1,8,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SYNPR,0,0,0,0,2,0,1,8,0,0,0,0,8,2,6,0,0,0,16,7,1,6,8,12
SYNPR-AS1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,2,0,1,0
SYNRG,5099,3674,3617,3718,2376,3645,2248,3192,2987,2809,3000,3178,3141,3120,4678,1778,2501,2249,3824,3928,3432,1994,2512,2674
SYP,641,502,573,202,145,139,1776,1956,2416,678,611,509,587,592,735,369,607,661,628,534,625,425,2054,264
SYP-AS1,2,1,0,0,0,0,0,3,1,1,1,0,0,4,1,2,0,0,3,1,3,1,1,0
SYPL1,5144,3766,3856,4769,2982,5182,5414,5766,6692,5046,5054,4282,7863,7920,9962,8097,10543,8912,4725,3929,2984,7231,4058,8398
SYPL2,385,355,449,178,84,115,244,263,341,195,204,180,26,31,34,28,31,37,33,30,29,12,4,26
SYS1,3698,2776,2955,2328,1203,1778,1768,2044,2070,1704,1310,1347,1996,2118,2697,1467,1693,1732,1394,1040,1122,1089,1341,1042
SYS1-DBNDD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYT1,221,243,279,231,96,169,14,52,21,17,33,37,11,1,4,9,22,11,0,0,0,0,1,0
SYT10,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SYT11,12095,9566,9963,4311,2120,2951,651,703,621,325,355,336,159,162,191,208,282,244,4421,3959,3678,1865,4017,2155
SYT12,3,4,21,56,11,29,9,8,5,2,0,4,2,1,0,1,2,8,0,1,0,2,6,0
SYT13,6,0,2,0,0,2,1990,2448,1281,197,321,253,204,211,347,218,224,195,0,0,0,5,1,0
SYT14,646,670,697,233,173,373,946,1883,1078,488,894,781,310,255,314,138,365,284,1334,1495,1096,331,525,866
SYT14P1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SYT15,210,156,181,105,72,142,28,29,21,44,60,47,32,9,54,9,20,19,45,64,59,55,91,87
SYT15-AS1,61,90,78,52,21,42,11,11,1,12,22,15,4,3,4,0,7,5,8,12,22,7,15,16
SYT15B,302,271,209,80,61,127,29,51,38,38,52,70,20,35,41,8,24,33,16,11,19,23,44,42
SYT16,12,18,14,9,12,20,0,2,0,0,1,0,0,0,0,0,0,2,2,1,1,9,0,23
SYT17,3,20,4,7,7,21,137,220,396,252,335,279,526,494,856,1265,1775,1813,7,8,6,2,4,0
SYT2,190,170,187,24,20,36,34,45,61,12,15,18,49,60,75,10,21,20,95,96,96,24,68,22
SYT3,307,281,357,181,47,85,110,192,139,89,71,113,95,142,161,99,159,124,116,94,111,72,41,50
SYT4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYT5,315,236,276,231,96,160,42,19,14,3,13,0,65,78,101,48,46,43,87,70,74,81,93,54
SYT6,19,17,19,3,2,10,0,0,0,2,8,1,1,5,6,1,2,12,8,8,10,23,15,27
SYT7,47,33,16,15,15,17,27,41,40,36,24,45,52,62,141,59,109,135,195,168,195,30,39,25
SYT8,38,29,30,5,0,2,11,32,0,15,7,4,0,0,0,0,0,5,1,0,5,0,0,0
SYT9,16,4,15,6,4,6,16,25,67,10,7,6,1614,1697,2487,687,582,398,139,192,167,29,87,42
SYT9-AS1,5,0,4,4,2,4,6,5,12,0,0,1,562,552,666,174,159,118,28,56,41,12,20,9
SYTL1,221,132,96,67,53,123,10,22,18,9,10,16,5,11,27,5,18,16,37,17,37,19,12,26
SYTL2,2208,1588,1831,1066,479,814,2363,3641,936,1614,1561,1546,2085,2181,2632,2180,4969,4253,4053,3699,2948,7303,4532,14852
SYTL3,50,36,23,7,12,27,89,118,79,34,61,45,45,43,89,31,79,96,82,81,67,41,155,33
SYTL4,165,207,161,265,145,291,119,131,144,302,284,285,26,27,35,70,197,222,78,44,44,276,5,335
SYTL5,452,508,696,29822,9555,10500,60,134,71,1942,2076,2166,9,7,19,100,370,362,0,0,0,3,12,9
SYVN1,8199,6219,6652,4497,2343,3343,3629,4618,5407,3107,3064,2688,3339,3539,4922,2108,3130,3698,3627,3510,3923,2625,2917,2470
SZRD1,15141,10710,10807,14093,7988,11624,9330,11063,3195,8908,6713,6614,5660,5220,7220,5136,7065,7708,10875,7765,9422,15462,5563,13204
