reg_id,spikes,morethan5,longspikes,many_longspikes
D05_1,0,,,
D05_10,0,,,
D05_100,0,,,
D05_106,0,,,
D05_109,0,,,
D05_11,0,,,
D05_110,0,,,
D05_114,0,,,
D05_116,0,,,
D05_117,0,,,
D05_119,0,,,
D05_123,0,,,
D05_124,0,,,
D05_125,0,,,
D05_128,0,,,
D05_13,0,,,
D05_131,0,,,
D05_133,0,,,
D05_135,0,,,
D05_136,0,,,
D05_137,0,,,
D05_139,0,,,
D05_140,0,,,
D05_142,0,,,
D05_15,0,,,
D05_150,0,,,
D05_152,0,,,
D05_155,0,,,
D05_162,0,,,
D05_163,0,,,
D05_164,0,,,
D05_166,0,,,
D05_167,0,,,
D05_168,0,,,
D05_169,0,,,
D05_170,0,,,
D05_174,0,,,
D05_177,0,,,
D05_179,0,,,
D05_18,0,,,
D05_184,0,,,
D05_187,0,,,
D05_188,0,,,
D05_189,0,,,
D05_191,0,,,
D05_192,0,,,
D05_195,0,,,
D05_199,0,,,
D05_20,0,,,
D05_200,0,,,
D05_202,0,,,
D05_204,0,,,
D05_207,0,,,
D05_208,0,,,
D05_21,0,,,
D05_210,0,,,
D05_211,0,,,
D05_212,0,,,
D05_213,0,,,
D05_215,1,,,
D05_216,0,,,
D05_217,0,,,
D05_218,0,,,
D05_222,0,,,
D05_23,0,,,
D05_26,0,,,
D05_31,0,,,
D05_36,0,,,
D05_39,0,,,
D05_40,0,,,
D05_41,0,,,
D05_44,1,,,
D05_47,0,,,
D05_48,0,,,
D05_5,0,,,
D05_51,0,,,
D05_53,0,,,
D05_56,0,,,
D05_57,0,,,
D05_58,0,,,
D05_60,0,,,
D05_66,0,,,
D05_71,0,,,
D05_73,0,,,
D05_74,0,,,
D05_75,0,,,
D05_76,0,,,
D05_78,0,,,
D05_8,0,,,
D05_80,0,,,
D05_81,0,,,
D05_82,0,,,
D05_83,0,,,
D05_87,0,,,
D05_89,0,,,
D05_90,0,,,
D05_92,0,,,
D05_96,0,,,
D05_97,1,,,
D05_98,0,,,
E05_101,0,,,
E05_103,0,,,
E05_106,0,,,
E05_11,0,,,
E05_110,0,,,
E05_111,0,,,
E05_112,0,,,
E05_123,0,,,
E05_129,0,,,
E05_138,0,,,
E05_139,0,,,
E05_14,0,,,
E05_140,0,,,
E05_141,0,,,
E05_143,0,,,
E05_144,0,,,
E05_147,0,,,
E05_15,0,,,
E05_150,0,,,
E05_151,0,,,
E05_155,0,,,
E05_159,0,,,
E05_160,0,,,
E05_168,0,,,
E05_17,0,,,
E05_174,0,,,
E05_177,0,,,
E05_180,0,,,
E05_181,0,,,
E05_182,0,,,
E05_185,0,,,
E05_186,0,,,
E05_19,0,,,
E05_196,0,,,
E05_198,0,,,
E05_2,0,,,
E05_200,0,,,
E05_202,0,,,
E05_205,0,,,
E05_213,0,,,
E05_215,0,,,
E05_217,0,,,
E05_218,0,,,
E05_221,0,,,
E05_222,0,,,
E05_227,0,,,
E05_230,0,,,
E05_233,0,,,
E05_234,1,1,,
E05_236,0,,,
E05_242,0,,,
E05_244,0,,,
E05_246,0,,,
E05_247,0,,,
E05_251,0,,,
E05_252,0,,,
E05_259,0,,,
E05_270,0,,,
E05_273,0,,,
E05_274,0,,,
E05_275,0,,,
E05_28,0,,,
E05_280,0,,,
E05_281,0,,,
E05_292,0,,,
E05_298,0,,,
E05_299,0,,,
E05_300,0,,,
E05_306,0,,,
E05_32,0,,,
E05_37,0,,,
E05_38,0,,,
E05_39,0,,,
E05_41,0,,,
E05_45,0,,,
E05_46,0,,,
E05_5,0,,,
E05_53,0,,,
E05_54,0,,,
E05_56,0,,,
E05_57,0,,,
E05_59,0,,,
E05_65,0,,,
E05_70,1,,,
E05_73,0,,,
E05_75,0,,,
E05_78,0,,,
E05_79,0,,,
E05_80,0,,,
E05_81,0,,,
E05_84,0,,,
E05_85,0,,,
E05_89,0,,,
E05_90,0,,,
E05_91,0,,,
E05_92,0,,,
E05_94,0,,,
E05_97,0,,,
E05_98,0,,,
E05_99,0,,,
F05_10,0,,,
F05_103,0,,,
F05_108,0,,,
F05_109,0,,,
F05_113,0,,,
F05_124,1,,,
F05_127,0,,,
F05_129,0,,,
F05_13,0,,,
F05_133,0,,,
F05_135,0,,,
F05_139,0,,,
F05_146,0,,,
F05_149,0,,,
F05_150,0,,,
F05_151,0,,,
F05_152,0,,,
F05_160,0,,,
F05_165,0,,,
F05_166,0,,,
F05_167,0,,,
F05_168,0,,,
F05_174,0,,,
F05_175,0,,,
F05_177,0,,,
F05_181,0,,,
F05_182,0,,,
F05_187,0,,,
F05_188,0,,,
F05_193,0,,,
F05_197,0,,,
F05_200,0,,,
F05_202,0,,,
F05_204,0,,,
F05_206,0,,,
F05_208,0,,,
F05_21,0,,,
F05_211,0,,,
F05_213,0,,,
F05_217,0,,,
F05_220,0,,,
F05_224,0,,,
F05_229,0,,,
F05_231,0,,,
F05_239,0,,,
F05_241,0,,,
F05_244,0,,,
F05_245,0,,,
F05_246,0,,,
F05_25,0,,,
F05_251,0,,,
F05_253,0,,,
F05_254,0,,,
F05_258,0,,,
F05_259,0,,,
F05_26,0,,,
F05_260,0,,,
F05_261,0,,,
F05_264,0,,,
F05_265,0,,,
F05_269,0,,,
F05_270,0,,,
F05_271,0,,,
F05_272,0,,,
F05_273,0,,,
F05_277,0,,,
F05_279,0,,,
F05_28,0,,,
F05_281,0,,,
F05_292,0,,,
F05_295,0,,,
F05_297,0,,,
F05_300,0,,,
F05_302,0,,,
F05_303,0,,,
F05_32,1,,,
F05_38,0,,,
F05_40,0,,,
F05_41,0,,,
F05_43,1,,,
F05_45,0,,,
F05_46,0,,,
F05_47,0,,,
F05_5,0,,,
F05_50,0,,,
F05_56,0,,,
F05_57,0,,,
F05_58,0,,,
F05_59,0,,,
F05_69,0,,,
F05_7,0,,,
F05_70,0,,,
F05_77,0,,,
F05_78,0,,,
F05_8,0,,,
F05_87,0,,,
F05_90,0,,,
F05_94,0,,,
F05_95,0,,,
F05_98,0,,,
G05_10,0,,,
G05_100,0,,,
G05_109,0,,,
G05_119,0,,,
G05_122,0,,,
G05_123,0,,,
G05_125,0,,,
G05_126,0,,,
G05_127,0,,,
G05_129,1,,1,1
G05_130,0,,,
G05_134,0,,,
G05_140,0,,,
G05_141,0,,,
G05_144,0,,,
G05_147,0,,,
G05_152,0,,,
G05_154,0,,,
G05_159,0,,,
G05_160,0,,,
G05_161,0,,,
G05_163,0,,,
G05_164,0,,,
G05_167,0,,,
G05_170,0,,,
G05_180,0,,,
G05_183,0,,,
G05_184,0,,,
G05_187,0,,,
G05_190,0,,,
G05_192,0,,,
G05_196,0,,,
G05_198,0,,,
G05_199,0,,,
G05_206,0,,,
G05_208,0,,,
G05_209,0,,,
G05_211,0,,,
G05_213,0,,,
G05_214,0,,,
G05_217,0,,,
G05_219,0,,,
G05_221,0,,,
G05_223,0,,,
G05_224,0,,,
G05_229,0,,,
G05_233,0,,,
G05_241,0,,,
G05_242,0,,,
G05_243,0,,,
G05_245,0,,,
G05_246,0,,,
G05_250,0,,,
G05_252,0,,,
G05_253,0,,,
G05_254,0,,,
G05_256,0,,,
G05_259,0,,,
G05_26,0,,,
G05_265,0,,,
G05_268,0,,,
G05_269,0,,,
G05_271,0,,,
G05_272,0,,,
G05_284,0,,,
G05_285,0,,,
G05_293,1,,1,
G05_294,0,,,
G05_297,1,,1,
G05_300,0,,,
G05_303,0,,,
G05_306,0,,,
G05_32,0,,,
G05_37,0,,,
G05_41,0,,,
G05_42,0,,,
G05_43,0,,,
G05_44,0,,,
G05_48,0,,,
G05_49,0,,,
G05_5,0,,,
G05_50,0,,,
G05_51,0,,,
G05_53,0,,,
G05_55,0,,,
G05_58,0,,,
G05_59,0,,,
G05_60,0,,,
G05_66,0,,,
G05_7,0,,,
G05_73,0,,,
G05_77,0,,,
G05_78,0,,,
G05_79,0,,,
G05_87,0,,,
G05_89,0,,,
G05_93,0,,,
G05_94,0,,,
G05_97,0,,,
G05_98,0,,,
H05_102,0,,,
H05_110,1,,,
H05_115,0,,,
H05_119,0,,,
H05_127,0,,,
H05_138,0,,,
H05_14,0,,,
H05_143,0,,,
H05_146,0,,,
H05_150,0,,,
H05_151,1,,,
H05_152,0,,,
H05_155,0,,,
H05_156,0,,,
H05_158,0,,,
H05_167,0,,,
H05_171,1,,,
H05_172,1,,,
H05_176,0,,,
H05_178,0,,,
