reg_id,spikes,morethan5,longspikes,many_longspikes
D04_1,0,,,
D04_10,1,,,
D04_100,1,,,
D04_101,1,,,
D04_102,0,,,
D04_103,0,,,
D04_104,1,,,
D04_105,0,,,
D04_106,0,,,
D04_107,1,,,
D04_108,0,,,
D04_109,0,,,
D04_11,1,,,
D04_110,0,,,
D04_111,0,,,
D04_112,1,,,
D04_113,0,,,
D04_114,1,,,
D04_115,0,,,
D04_116,0,,,
D04_117,0,,,
D04_118,0,,,
D04_119,0,,,
D04_12,0,,,
D04_120,1,,,
D04_121,1,,,
D04_122,1,,,
D04_123,1,,,
D04_124,0,,,
D04_125,1,,,
D04_126,0,,,
D04_127,1,,,
D04_128,0,,,
D04_129,0,,,
D04_13,1,,,
D04_130,0,,,
D04_131,0,,,
D04_132,1,,,
D04_133,0,,,
D04_134,1,,,
D04_135,0,,,
D04_136,0,,,
D04_137,0,,,
D04_138,0,,,
D04_139,0,,,
D04_14,1,,,
D04_140,0,,,
D04_141,0,,,
D04_142,0,,,
D04_143,0,,,
D04_144,1,,,
D04_145,1,,,
D04_146,1,,,
D04_147,1,,,
D04_148,1,,,
D04_149,0,,,
D04_15,0,,,
D04_150,1,,,
D04_151,0,,,
D04_152,0,,,
D04_153,1,,,
D04_154,1,,,
D04_155,1,,,
D04_156,0,,,
D04_157,1,,,
D04_158,0,,,
D04_159,0,,,
D04_16,1,,,
D04_160,0,,,
D04_161,1,,,
D04_162,1,,,
D04_163,1,,,
D04_164,1,,,
D04_165,1,,,
D04_166,1,,,
D04_167,0,,,
D04_168,1,,,
D04_169,1,,,
D04_17,0,,,
D04_170,1,,,
D04_171,0,,,
D04_172,0,,,
D04_173,0,,,
D04_174,1,,,
D04_175,1,,,
D04_176,0,,,
D04_177,1,,,
D04_178,0,,,
D04_179,0,,,
D04_18,1,,,
D04_180,0,,,
D04_181,1,,,
D04_182,1,,,
D04_183,0,,,
D04_184,0,,,
D04_185,1,,,
D04_186,1,,,
D04_187,0,,,
D04_188,0,,,
D04_189,1,,,
D04_19,0,,,
D04_190,0,,,
D04_191,0,,,
D04_192,0,,,
D04_193,0,,,
D04_194,0,,,
D04_195,0,,,
D04_196,0,,,
D04_197,0,,,
D04_198,1,,,
D04_199,0,,,
D04_2,1,,,
D04_20,1,,,
D04_200,0,,,
D04_201,0,,,
D04_202,0,,,
D04_203,0,,,
D04_204,0,,,
D04_205,0,,,
D04_206,0,,,
D04_207,0,,,
D04_208,0,,,
D04_209,0,,,
D04_21,0,,,
D04_210,0,,,
D04_211,0,,,
D04_212,0,,,
D04_213,0,,,
D04_214,1,,,
D04_215,0,,,
D04_216,0,,,
D04_217,0,,,
D04_218,0,,,
D04_22,1,,,
D04_23,0,,,
D04_24,1,,,
D04_25,0,,,
D04_26,0,,,
D04_27,0,,,
D04_28,1,,,
D04_29,1,,,
D04_3,1,,,
D04_30,0,,,
