reg_id,spikes,morethan5,longspikes,many_longspikes
E05_1,1,,,
E05_10,0,,,
E05_100,0,,,
E05_101,0,,,
E05_102,0,,,
E05_103,0,,,
E05_104,0,,,
E05_105,0,,,
E05_106,0,,,
E05_107,0,,,
E05_108,0,,,
E05_109,0,,,
E05_11,0,,,
E05_110,0,,,
E05_111,0,,,
E05_112,0,,,
E05_113,0,,,
E05_114,0,,,
E05_115,0,,,
E05_116,0,,,
E05_117,0,,,
E05_118,0,,,
E05_119,0,,,
E05_12,0,,,
E05_120,0,,,
E05_121,0,,,
E05_122,0,,,
E05_123,0,,,
E05_124,0,,,
E05_125,0,,,
E05_126,0,,,
E05_127,0,,,
E05_128,0,,,
E05_129,0,,,
E05_13,0,,,
E05_130,0,,,
E05_131,0,,,
E05_132,0,,,
E05_133,0,,,
E05_134,0,,,
E05_135,0,,,
E05_136,0,,,
E05_137,0,,,
E05_138,0,,,
E05_139,0,,,
E05_14,0,,,
E05_140,0,,,
E05_141,0,,,
E05_142,0,,,
E05_143,0,,,
E05_144,0,,,
E05_145,0,,,
E05_146,0,,,
E05_147,0,,,
E05_148,0,,,
E05_149,0,,,
E05_15,1,,,
E05_150,0,,,
E05_151,0,,,
E05_152,0,,,
E05_153,0,,,
E05_154,0,,,
E05_155,0,,,
E05_156,0,,,
E05_157,0,,,
E05_158,0,,,
E05_159,0,,,
E05_16,0,,,
E05_160,0,,,
E05_161,1,,,
E05_162,0,,,
E05_163,0,,,
E05_164,0,,,
E05_165,0,,,
E05_166,0,,,
E05_167,0,,,
E05_168,0,,,
E05_169,0,,,
E05_17,0,,,
E05_170,0,,,
E05_171,0,,,
E05_172,0,,,
E05_173,0,,,
E05_174,0,,,
E05_175,0,,,
E05_176,0,,,
E05_177,0,,,
E05_178,0,,,
E05_179,0,,,
E05_18,0,,,
E05_180,0,,,
E05_181,0,,,
E05_182,0,,,
E05_183,0,,,
E05_184,0,,,
E05_185,0,,,
E05_186,0,,,
E05_187,0,,,
E05_188,0,,,
E05_189,0,,,
E05_19,0,,,
E05_190,0,,,
E05_191,0,,,
E05_192,0,,,
E05_193,0,,,
E05_194,0,,,
E05_195,0,,,
E05_196,0,,,
E05_197,0,,,
